"screen_name","user_id","created_at","status_id","text","retweet_count","favorite_count","is_quote_status","quote_status_id","is_retweet","retweet_status_id","in_reply_to_status_status_id","in_reply_to_status_user_id","in_reply_to_status_screen_name","lang","source","media_id","media_url","media_url_expanded","urls","urls_display","urls_expanded","mentions_screen_name","mentions_user_id","symbols","hashtags","coordinates","place_id","place_type","place_name","place_full_name","country_code","country","bounding_box_coordinates","bounding_box_type","trend"
"mycookierun","2957296993","2017-05-27 15:24:43","868488143846088704","RT @mdzlhcy_: รอ HQ อ่ะ ชอบมากกก จะเอามาทำวอลโฟนกับวอลคอมมมม รักมากกกกกกกกก รักทั้งเก้าคนเลยยยย #EXOrDIUMdotinSeoul https://t.co/QAf3hNIJ4v",1239,0,FALSE,NA,TRUE,"868456833899311104",NA,NA,NA,"th","Twitter for iPhone","868456818791468928","http://pbs.twimg.com/media/DA1g4BrU0AAilU0.jpg","https://twitter.com/mdzlhcy_/status/868456833899311104/photo/1",NA,NA,NA,"mdzlhcy_","293462992",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"sweetpotato_88","350171587","2017-05-27 15:24:43","868488143527227520","RT @kaizosh: THE COLOR OF EXO'S LIGHT STICK 💕😍
(five_000000) #EXOrDIUMdotinSeoul https://t.co/la9LyptLWE",1257,0,FALSE,NA,TRUE,"868407297801715712",NA,NA,NA,"en","Twitter for Android","868406280993382400","http://pbs.twimg.com/media/DA0y6VtUIAAdjuA.jpg","https://twitter.com/five_000000/status/868406467782557698/photo/1",NA,NA,NA,"kaizosh","1331905826",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"vegetmin","495250805","2017-05-27 15:24:43","868488143246311424","RT @IndyKHJM: โปรดั๊กชั่นแท่งไฟคือดีมากกกกก สวยอลังทุกเพลง #EXOrDIUMdotinSeoul https://t.co/JtB1FnnXo1",4060,0,FALSE,NA,TRUE,"868437904854360064",NA,NA,NA,"th","Twitter for iPad","868436974398455808","http://pbs.twimg.com/ext_tw_video_thumb/868436974398455808/pu/img/Y5ygTMoITefPhpoL.jpg","https://twitter.com/IndyKHJM/status/868437904854360064/video/1",NA,NA,NA,"IndyKHJM","612021780",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"zhangjamzz","721739382806355840","2017-05-27 15:24:43","868488143212691328","RT @EXOBEAKHYUN_TB: No exo No life #EXOrDIUMdotinSeoul   cr.93II2.
https://t.co/UuLcBLwkfB https://t.co/qfcAGIdoXt",392,0,FALSE,NA,TRUE,"868472653299933184",NA,NA,NA,"es","Twitter for Android","868472640444350464","http://pbs.twimg.com/media/DA1vQ97UwAEWtoF.jpg","https://twitter.com/EXOBEAKHYUN_TB/status/868472653299933184/photo/1",NA,"i.imgur.com/S3r1idJ.jpg","http://i.imgur.com/S3r1idJ.jpg","EXOBEAKHYUN_TB","622656607",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"xiuminkiki","1698278953","2017-05-27 15:24:43","868488142914846720","RT @nurseyanika: ประวัติศาสตร์EXO EXO-L ที่แท้จริง😭#EXOrDIUMdotinSeoul https://t.co/OsCgvlsEcF",440,0,FALSE,NA,TRUE,"868423044020158464",NA,NA,NA,"th","Twitter for Android","868422324453687296","http://pbs.twimg.com/media/DA1BgMQUwAUNjWO.jpg","https://twitter.com/pyxpeiyi/status/868422338513035264/photo/1",NA,NA,NA,"nurseyanika","291533084",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"aomPich","2821554054","2017-05-27 15:24:43","868488142721925120","RT @IndyKHJM: โปรดั๊กชั่นแท่งไฟคือดีมากกกกก สวยอลังทุกเพลง #EXOrDIUMdotinSeoul https://t.co/JtB1FnnXo1",4060,0,FALSE,NA,TRUE,"868437904854360064",NA,NA,NA,"th","Twitter for Android","868436974398455808","http://pbs.twimg.com/ext_tw_video_thumb/868436974398455808/pu/img/Y5ygTMoITefPhpoL.jpg","https://twitter.com/IndyKHJM/status/868437904854360064/video/1",NA,NA,NA,"IndyKHJM","612021780",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"Kookkik74731307","2993515633","2017-05-27 15:24:43","868488142570921984","RT @EXOBEAKHYUN_TB: HQ 170527 #EXOrDIUMdotinSeoul cr.푸른봄 #กระทรวงกือลิม
EXO-L มาเดินไปพร้อมกับพวกเราไปเรื่อยๆนะ
https://t.co/Au28KR4746 htt…",584,0,FALSE,NA,TRUE,"868480952317599744",NA,NA,NA,"th","Twitter for Android",NA,NA,NA,NA,"i.imgur.com/jFCHstB.jpg","http://i.imgur.com/jFCHstB.jpg","EXOBEAKHYUN_TB","622656607",NA,"EXOrDIUMdotinSeoul กระทรวงกือลิม",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"Pawida_punch","3447542474","2017-05-27 15:24:43","868488142440980480","RT @Galaxy_saii: เพลงที่ไม่เคยแสดงมาก่อนอยากดูแบบเต็มๆมากฮือออ😭 #EXOrDIUMDotinSeoul 
 https://t.co/mdHh3qNvEg",3,0,FALSE,NA,TRUE,"868487595453431808",NA,NA,NA,"th","Twitter for iPhone","868426383415943040","http://pbs.twimg.com/ext_tw_video_thumb/868426383415943170/pu/img/AFJAkwCGRsUkOUAt.jpg","https://twitter.com/Ohbaby_0412/status/868427263888338948/video/1",NA,NA,NA,"Galaxy_saii","547551851",NA,"EXOrDIUMDotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"sugacutest","828979111418855424","2017-05-27 15:24:43","868488142432727040","RT @rulerofwind_sh: dream concert 2017? no this is exo's concert 💗 #EXOrDIUMdotinSeoul https://t.co/6kdl7VDp2B",2482,0,FALSE,NA,TRUE,"868430796939337728",NA,NA,NA,"en","Twitter for Android","868430177725841408","http://pbs.twimg.com/media/DA1IpT-UAAAjGfu.jpg","https://twitter.com/rulerofwind_sh/status/868430796939337728/photo/1",NA,NA,NA,"rulerofwind_sh","1266786450",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"aemmika_ammy","3139093460","2017-05-27 15:24:43","868488142336032640","RT @EXOBEAKHYUN_TB: No exo No life #EXOrDIUMdotinSeoul   cr.93II2.
https://t.co/UuLcBLwkfB https://t.co/qfcAGIdoXt",392,0,FALSE,NA,TRUE,"868472653299933184",NA,NA,NA,"es","Twitter for Android","868472640444350464","http://pbs.twimg.com/media/DA1vQ97UwAEWtoF.jpg","https://twitter.com/EXOBEAKHYUN_TB/status/868472653299933184/photo/1",NA,"i.imgur.com/S3r1idJ.jpg","http://i.imgur.com/S3r1idJ.jpg","EXOBEAKHYUN_TB","622656607",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"SSupakan1","740158819951468544","2017-05-27 15:24:43","868488142088687616","RT @12_H_H: เคยเห็นแต่แฟนคลับทำ ไม่เคยเห็นศิลปินทำ โอ้ยยยย 5555555555555555555555555555555555555555555555555 #EXOrDIUMdotinSeoul https://t.…",1546,0,FALSE,NA,TRUE,"868425100676091904",NA,NA,NA,"th","Twitter for Android",NA,NA,NA,NA,NA,NA,"12_H_H","514090148",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"melodyo_12","2537485098","2017-05-27 15:24:43","868488142084386816","RT @SMTownEngSub: #EXOrDIUMdotinSeoul reaches 1,000,000+ tweets on Twitter https://t.co/EwADWsmsCb",2361,0,FALSE,NA,TRUE,"868458677900005120",NA,NA,NA,"en","Twitter for Android","868458552179830784","http://pbs.twimg.com/media/DA1ic7DUMAE5_kB.jpg","https://twitter.com/SMTownEngSub/status/868458677900005376/photo/1",NA,NA,NA,"SMTownEngSub","62806392",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"n46273","2804619247","2017-05-27 15:24:43","868488141933387520","RT @EXOBeagleLineTH: 170527 ตอนนี้ #EXOrDIUMdotinSeoul มีคนทวีตมากกว่า 1 ล้านครั้ง และขึ้นเทรนด์โลกค่ะ

Cr. SMTownEngSub https://t.co/zqUoT…",1322,0,FALSE,NA,TRUE,"868459652224352128",NA,NA,NA,"th","Twitter for Android",NA,NA,NA,NA,NA,NA,"EXOBeagleLineTH","2824487136",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"KwangjaoN","2391596220","2017-05-27 15:24:43","868488141916610560","RT @EXOXIUMINMAMA: #EXOrDIUMdotinSeoul day-1

「ขออีกครั้งๆๆ」
ตะโกนให้จงอินถอดเสื้ออีก
ตอนนี้ไม่เลิกเลยค่ะ😂 สุดท้ายเลยต้องโชว์ แฟนๆไปร้องให้…",163,0,FALSE,NA,TRUE,"868436731728502784",NA,NA,NA,"th","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"EXOXIUMINMAMA","574814034",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"JesseJimm","4899081445","2017-05-27 15:24:43","868488141891670016","RT @ohmybaekbyun: Words can't describe how in love I am with this family. #EXOrDIUMdotinSeoul https://t.co/KgKx3Pgy3Y",2,0,FALSE,NA,TRUE,"868487229550714880",NA,NA,NA,"en","Twitter for Android","868487197942366208","http://pbs.twimg.com/media/DA18gU1UQAEecJy.jpg","https://twitter.com/ohmybaekbyun/status/868487229550714880/photo/1",NA,NA,NA,"ohmybaekbyun","2901015464",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"babysoobabysoo","798930233315364864","2017-05-27 15:24:43","868488141782401024","@kumameetsworld I WANT #EXOrDIUMDotinSeoul",0,0,FALSE,NA,FALSE,NA,"8.68487458589e+17","813929741031854080","kumameetsworld","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"kumameetsworld","813929741031854080",NA,"EXOrDIUMDotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"EXODUSMONSTA","832622067673542528","2017-05-27 15:24:43","868488141614743552","RT @byunbeautiful: se o ocean do exo não é a coisa mais bonita do mundo não sei oq é #EXOrDIUMdotinSeoul https://t.co/RiLVx3QlBs",478,0,FALSE,NA,TRUE,"868454536238780416",NA,NA,NA,"pt","Twitter for iPhone","868454242599784320","http://pbs.twimg.com/ext_tw_video_thumb/868454242599784448/pu/img/j30P_PKphaLl7RC3.jpg","https://twitter.com/EXOGlobal/status/868454339899248641/video/1",NA,NA,NA,"byunbeautiful","3318261477",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"xiuagain","570689678","2017-05-27 15:24:43","868488141543362560","RT @exo_2moons: 170527 #EXOrDIUMdotinSeoul #SEHUN #세훈 클라우드나인 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ안무도 의상도ㅜㅜㅜ https://t.co/58TpA1…",1190,0,FALSE,NA,TRUE,"868469286150459520",NA,NA,NA,"ko","Twitter for Android",NA,NA,NA,NA,NA,NA,"exo_2moons","1875789662",NA,"EXOrDIUMdotinSeoul SEHUN 세훈",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"ppntpx","778081513682378752","2017-05-27 15:24:43","868488141388136320","RT @KissTaOse: ติ๊กต๊อกอลังมากกกกกกก สมราคาแท่งไฟ #EXOrDIUMdotinSeoul https://t.co/pH2CN9jJU0",1267,0,FALSE,NA,TRUE,"868465366044770304",NA,NA,NA,"th","Twitter for iPhone","868444221740523520","http://pbs.twimg.com/ext_tw_video_thumb/868444221740523521/pu/img/KGDme4JNFvDIxblj.jpg","https://twitter.com/vely_1412/status/868445295859728385/video/1",NA,NA,NA,"KissTaOse","421641044",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"ceballoninoska1","637150149","2017-05-27 15:24:43","868488140830507008","RT @dyonat_alie: Miren nada más está hermosura 😍 #EXOrDIUMdotinSeoul 

  https://t.co/60KT8WufVP",9,0,FALSE,NA,TRUE,"868442669852307328",NA,NA,NA,"es","Twitter for Android","868425210092859520","http://pbs.twimg.com/ext_tw_video_thumb/868425210092859392/pu/img/EdJHWh3b0syF0-3I.jpg","https://twitter.com/knockknock0408/status/868425786700648448/video/1",NA,NA,NA,"dyonat_alie","471472202",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"luknnams","284991628","2017-05-27 15:24:43","868488140679389184","RT @KaiiWorld: [170527] #KAI #카이 at #EXOrDIUMdotinSeoul D-1 ©thecrescent94 https://t.co/UbBI6RitDA",45,0,FALSE,NA,TRUE,"868484995391692800",NA,NA,NA,"en","Twitter for iPhone","868482619557650432","http://pbs.twimg.com/ext_tw_video_thumb/868482619557650433/pu/img/KOm-GOlVvxa-_ROO.jpg","https://twitter.com/thecrescent94/status/868482833693540352/video/1",NA,NA,NA,"KaiiWorld","549203651",NA,"KAI 카이 EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"aimmydty","744127438603509760","2017-05-27 15:24:43","868488140444454912","RT @_NNAMBBOONTHITA: ❤❤ฟามหลัวรัศมีแรงแซงทางโค้งมากกกกก❤❤ 🐯พิชานหล่อปายอีกกกก 🐣นุ้งฮุนเกรี้ยวกราดสาส #EXOrDIUMdotinSeoul https://t.co/n3rFK…",2,0,FALSE,NA,TRUE,"868486560525631360",NA,NA,NA,"th","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"_NNAMBBOONTHITA","793830973204869120",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"markleewidwax","2491370725","2017-05-27 15:24:43","868488140373106560","RT @chanbamvpp: อิจฉาคนที่ได้ไปอ่ะ โคตรสวยเลย หาที่ไหนก็ไม่ได้แบบนี้😭 สวยจนต้องเซฟเก็บเลย ฮือออออ #EXOrDIUMdotinSeoul https://t.co/VwqvdL2w…",525,0,FALSE,NA,TRUE,"868431725604384640",NA,NA,NA,"th","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"chanbamvpp","728838771332907008",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"FpsnD","2879179530","2017-05-27 15:24:43","868488140276645760","RT @EXOBEAKHYUN_TB: คุบยอน!!!!!!!! ToT #EXOrDIUMdotinSeoul  https://t.co/WO72lIGZ6y",3675,0,FALSE,NA,TRUE,"868449827432013824",NA,NA,NA,"th","Twitter for Android","868449474896568320","http://pbs.twimg.com/ext_tw_video_thumb/868449474896568320/pu/img/14nVJcagEttt7kjs.jpg","https://twitter.com/greennarae212/status/868449546568744962/video/1",NA,NA,NA,"EXOBEAKHYUN_TB","622656607",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"Baimont__91","2434820035","2017-05-27 15:24:42","868488139937009664","RT @sandsseine: ความอลังการ โคตรบ้าาา เชี่ยย #EXOrDIUMdotinSeoul https://t.co/QPQfScTzfg",488,0,FALSE,NA,TRUE,"868448005115977728",NA,NA,NA,"th","Twitter Web Client","868447558007312384","http://pbs.twimg.com/ext_tw_video_thumb/868447558007312384/pu/img/Z7bLzKHI3XDVo3iR.jpg","https://twitter.com/EXOFIRSTSIGHT/status/868447707848785920/video/1",NA,NA,NA,"sandsseine","149753711",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"_xBRISBANE92","856927226725416960","2017-05-27 15:24:42","868488139890872320","RT @chibax21_: แม่ต่างประเทศแคปชั่นว่าจงอินโปรดปล่อยให้ฉันมีชีวิตอยู่ต่อไปด้วย ฮือ ไว้ชีวิตน้องด้วยค่ะพี่ #EXOrDIUMdotinSeoul https://t.co/…",665,0,FALSE,NA,TRUE,"868420611659280384",NA,NA,NA,"th","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"chibax21_","439109727",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"NXPXTTXXXN","1919809273","2017-05-27 15:24:42","868488139681144832","RT @SecretOfGod100: NO XO NO LIFE (ไม่มีเอ็กโซก็เหมือนไม่มีชีวิต) โปรเจคชั้น 3 
🌟170527 #EXO @ #EXOrDIUMdotinSeoul Day 1 
V.babyso_o https:…",796,0,FALSE,NA,TRUE,"868450042918576128",NA,NA,NA,"th","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"SecretOfGod100","431549662",NA,"EXO EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"pockylll","2696329117","2017-05-27 15:24:42","868488139232300928","RT @jhajaa_: โคตรชอบชอบมากๆแบบมากๆหล่อมากๆเลยอะ #EXOrDIUMdotinSeoul https://t.co/GuFjmRdw1E",62,0,FALSE,NA,TRUE,"868483059456196608",NA,NA,NA,"th","Twitter for iPhone","868483044956557312","http://pbs.twimg.com/media/DA14ulwV0AAn09R.jpg","https://twitter.com/jhajaa_/status/868483059456196608/photo/1",NA,NA,NA,"jhajaa_","1943435960",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"Realsesoo","781493562647031808","2017-05-27 15:24:42","868488138435346432","RT @milkysehun412: 170527 SEHUN - Thunder cr.deerhoneydotcom #EXOrDIUMdotinSeoul 
https://t.co/LxzvcBS4A7",681,0,FALSE,NA,TRUE,"868419816994091008",NA,NA,NA,"da","Twitter for iPhone","868416488490717312","http://pbs.twimg.com/ext_tw_video_thumb/868416488490717190/pu/img/pX2pSd7dLrcX3YTD.jpg","https://twitter.com/deerhoneydotcom/status/868419645379760129/video/1",NA,NA,NA,"milkysehun412","1400147306",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"mwnhyukz","349761668","2017-05-27 15:24:42","868488138175512320","RT @MinseokBR: [#PREVIEW] 27.05.17 - Xiumin mostrando o abs do Baekhyun @ #EXOrDIUMdotinSeoul | cr. happy xiumin https://t.co/meKJ5NkH84",53,0,FALSE,NA,TRUE,"868456656975298560",NA,NA,NA,"in","Twitter for Android","868456549441732608","http://pbs.twimg.com/media/DA1goWRWAAAU9PR.jpg","https://twitter.com/MinseokBR/status/868456656975298560/photo/1",NA,NA,NA,"MinseokBR","2470322506",NA,"PREVIEW EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
"mybmp","2896707229","2017-05-27 15:24:42","868488138154323840","RT @muay_DO01: สวยมากกกกกก เกินคำบรรยาย 😭😭😭😭😭😭❤❤❤❤ #EXOrDIUMdotinSeoul https://t.co/vEWmJgIkz3",498,0,FALSE,NA,TRUE,"868432530336210944",NA,NA,NA,"th","Twitter for iPhone","868432448979320832","http://pbs.twimg.com/media/DA1KthDVwAAv90w.jpg","https://twitter.com/muay_DO01/status/868432530336210944/photo/1",NA,NA,NA,"muay_DO01","3012161198",NA,"EXOrDIUMdotinSeoul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"#EXOrDIUMdotinSeoul"
